fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,VendorNbr,SkuNbr,Received Qty
2015,10,JULY,364514,79BL0420,116
2015,10,JULY,364514,79BL7030,48
2015,10,JULY,402183,1110003,6732
2015,10,JULY,402183,2112011,1847
2015,10,JULY,17911,78785833,264
2015,10,JULY,22350,5150035,7650
2015,10,JULY,33495,7160090,150
2015,10,JULY,48249,9150002,120
2015,10,JULY,48249,9150063,6
2015,10,JULY,48249,9150812,1118
2015,10,JULY,74018,1127015,3000
2015,10,JULY,200002,6161635,62
2015,10,JULY,200002,6163235,126
2015,10,JULY,200311,2115018,91343
2015,10,JULY,200311,2115036,28680
2015,10,JULY,200353,4146031,188
2015,10,JULY,200362,6160308,288
2015,10,JULY,200362,6160309,288
2015,10,JULY,200515,79PKCN56,600
2015,10,JULY,200520,4140119,450
2015,10,JULY,200627,1120210,4298
2015,10,JULY,200633,7160220,712
2015,10,JULY,200633,7161003,272
2015,10,JULY,200728,6160821,1210
2015,10,JULY,200728,6164418,588
2015,10,JULY,201129,7161128,1386
2015,10,JULY,201144,7161125,31
2015,10,JULY,201144,7161142,432
2015,10,JULY,201144,7161150,216
2015,11,AUGUST,74425,6159186,50
2015,11,AUGUST,192801,6110004,12
2015,11,AUGUST,192801,6110145,24
2015,11,AUGUST,192801,6117004,12
2015,11,AUGUST,418043,70119484,672
2015,11,AUGUST,454231,5171000,990
2015,11,AUGUST,454231,5173012,780
2015,11,AUGUST,454231,5175000,36
2015,11,AUGUST,474047,7160024,715
2015,11,AUGUST,22350,5150035,1575
2015,11,AUGUST,187101,4130010,48
2015,11,AUGUST,187101,4130087,48
2015,10,JULY,192801,6110150,88
2015,10,JULY,192801,6117005,40
2015,10,JULY,277875,75751023,1056
2015,10,JULY,454231,5171003,1485
2015,10,JULY,17911,76760023,192
2015,10,JULY,23088,6140006,48
2015,10,JULY,23447,4140019,2110
2015,10,JULY,48249,9150299,350
2015,10,JULY,49070,6160282,525
2015,10,JULY,187101,6160500,3220
2015,10,JULY,200002,6120025,56
2015,10,JULY,200002,6160003,54
2015,10,JULY,200362,80807589,605
2015,10,JULY,200515,79BL7140,2
2015,10,JULY,200515,79CN0175,100
2015,10,JULY,200585,5150057,504
2015,10,JULY,200633,7160219,216
2015,10,JULY,292238,5150076,3000
2015,10,JULY,501084,6166199,11
2015,10,JULY,505049,5170001,1679
2015,10,JULY,751650,4120075,1260
2015,11,AUGUST,2810,6167065,20
2015,11,AUGUST,192801,6110128,36
2015,11,AUGUST,197900,7161158,50
2015,11,AUGUST,277875,70112084,672
2015,11,AUGUST,287501,4116015,108
2015,11,AUGUST,364514,79BL7020,16
2015,11,AUGUST,14715,5116002,2736
2015,11,AUGUST,76005,9169054,336
2015,11,AUGUST,200002,10110220,24
2015,11,AUGUST,200362,6160607,72
2015,11,AUGUST,200362,80807584,48
2015,11,AUGUST,200679,4116019,600
2015,11,AUGUST,751650,4125003,50
2015,11,AUGUST,751650,4126007,112
2015,11,AUGUST,224938,80807269,525
2015,4,JANUARY,418043,74740304,60
2015,4,JANUARY,421254,4126021,225
2015,4,JANUARY,421254,4126023,770
2015,4,JANUARY,454231,5170003,225
2015,4,JANUARY,454231,5174000,675
2015,4,JANUARY,16677,9150919,63
2015,4,JANUARY,17911,70115674,480
2015,4,JANUARY,23088,6142016,27
2015,4,JANUARY,31731,9120006,160
2015,4,JANUARY,31731,9160002,100
2015,4,JANUARY,48249,9110099,240
2015,4,JANUARY,49070,6161604,70
2015,4,JANUARY,187101,4130027,160
2015,4,JANUARY,200002,6120004,336
2015,4,JANUARY,200002,6160169,84
2015,4,JANUARY,200002,7161140,200
2015,4,JANUARY,200299,7161404,495
2015,4,JANUARY,200311,2115001,63080
2015,4,JANUARY,200362,6160598,630
2015,4,JANUARY,200362,6161061,54
2015,4,JANUARY,200373,6161613,144
2015,4,JANUARY,200373,6161660,400
2015,4,JANUARY,200627,1127032,2100
2015,4,JANUARY,200728,6164417,60
2015,4,JANUARY,455075,6164442,140
2015,4,JANUARY,501084,6166198,27
2015,4,JANUARY,2810,6140209,36
2015,4,JANUARY,67230,9120089,72
2015,4,JANUARY,195736,5110078,312
2015,4,JANUARY,287501,4116013,360
2015,4,JANUARY,356892,4125019,300
2015,4,JANUARY,358316,2127002,996
2015,4,JANUARY,402059,6160001,1800
2015,4,JANUARY,402059,6164454,48
2015,4,JANUARY,418043,70120334,552
2015,10,JULY,187101,6160564,910
2015,10,JULY,200002,5110057,180
2015,10,JULY,200002,6166026,60
2015,10,JULY,200002,10120003,22
2015,10,JULY,200362,6160335,594
2015,10,JULY,200362,6167364,420
2015,10,JULY,200362,80807362,9170
2015,10,JULY,200515,70110237,864
2015,10,JULY,200515,79BL0920,60
2015,10,JULY,200515,79CN0115,20
2015,10,JULY,200520,4140114,210
2015,10,JULY,200633,7160244,357
2015,10,JULY,201026,1115011,36
2015,10,JULY,201129,7160141,54
2015,10,JULY,455075,6168014,34
2015,10,JULY,751650,4120004,256
2015,10,JULY,751650,4120050,340
2015,10,JULY,751650,4125011,2783
2015,11,AUGUST,74425,6159176,850
2015,11,AUGUST,74425,6159183,50
2015,11,AUGUST,192801,6110152,24
2015,11,AUGUST,195736,5110035,54
2015,11,AUGUST,277875,70110021,432
2015,11,AUGUST,364514,79BL0420,72
2015,11,AUGUST,364514,79BL7040,8
2015,11,AUGUST,418043,70116764,240
2015,11,AUGUST,418043,78780083,264
2015,11,AUGUST,456529,6161657,1224
2015,11,AUGUST,13812,6140062,700
2015,11,AUGUST,23447,4140102,775
2015,11,AUGUST,30589,6120017,16
2015,11,AUGUST,76005,9110122,210
2015,11,AUGUST,187101,4130124,2016
2015,11,AUGUST,200002,6160385,23
2015,11,AUGUST,200002,6168080,39
2015,11,AUGUST,200002,10110222,23
2015,6,MARCH,277875,79NR0346,50
2015,6,MARCH,341588,6110319,208
2015,6,MARCH,364514,79BL0420,184
2015,6,MARCH,402059,6164452,55
2015,6,MARCH,418043,70110044,168
2015,6,MARCH,418043,70115394,240
2015,6,MARCH,418043,70119484,672
2015,6,MARCH,418043,71712103,24
2015,6,MARCH,418043,74745234,2040
2015,6,MARCH,418043,78780003,1728
2015,6,MARCH,418043,78780157,1296
2015,6,MARCH,421254,4126019,840
2015,6,MARCH,425324,6160920,112
2015,6,MARCH,444128,3140020,9520
2015,6,MARCH,454231,5170008,585
2015,6,MARCH,456529,6161658,2592
2015,6,MARCH,17911,70111104,672
2015,6,MARCH,17911,70119954,180
2015,6,MARCH,17911,75754513,1584
2015,6,MARCH,22350,5150040,225
2015,6,MARCH,22350,7160098,50
2015,6,MARCH,33778,6170009,210
2015,6,MARCH,48249,9120095,252
2015,6,MARCH,49070,6130011,48
2015,6,MARCH,49070,6160282,815
2015,6,MARCH,49070,6160702,432
2015,6,MARCH,200002,6160003,54
2015,6,MARCH,200002,6160062,20
2015,6,MARCH,200237,6168091,144
2015,6,MARCH,200520,4140037,90
2015,6,MARCH,200587,6167050,30
2015,6,MARCH,200633,7161003,476
2015,7,APRIL,287501,4116016,182
2015,7,APRIL,364514,79BL0950,64
2015,7,APRIL,364514,79CN0085,50
2015,7,APRIL,364514,79CN7065,100
2015,7,APRIL,201089,6160075,2050
2015,7,APRIL,455075,6160301,30
2015,7,APRIL,502589,6146035,750
2015,7,APRIL,633203,9163026,160
2015,7,APRIL,751650,4110038,4428
2015,7,APRIL,751650,4126005,1640
2015,8,MAY,192801,6110012,6
2015,8,MAY,192801,6110152,4
2015,8,MAY,277875,70110021,60
2015,8,MAY,364514,79CN0055,50
2015,8,MAY,364514,79NR1076,100
2015,8,MAY,402059,6162022,84
2015,8,MAY,416287,2112001,1800
2015,8,MAY,418043,70128454,672
2015,8,MAY,454231,5171001,675
2015,8,MAY,466781,2110018,3640
2015,8,MAY,17911,70111964,216
2015,8,MAY,23088,6140028,200
2015,8,MAY,23088,6142012,27
2015,8,MAY,33778,6160070,20
2015,8,MAY,48249,9120026,30
2015,8,MAY,49070,6160186,350
2015,8,MAY,49070,6160298,480
2015,8,MAY,200311,2115018,12534
2015,8,MAY,200362,6160308,48
2015,8,MAY,200362,6160599,324
2015,8,MAY,200362,6160605,144
2015,8,MAY,200362,6167364,210
2015,8,MAY,200627,1120210,3039
2015,8,MAY,201089,6160075,500
2015,8,MAY,201129,7160141,54
2015,8,MAY,201129,7160306,720
2015,8,MAY,633203,9110103,120
2015,8,MAY,2810,6140002,570
2015,8,MAY,74425,6159178,2499
2015,8,MAY,192801,6110128,168
2015,11,AUGUST,200362,6161100,216
2015,11,AUGUST,200515,79NR0646,100
2015,11,AUGUST,200728,6161007,110
2015,11,AUGUST,201129,7160306,1260
2015,11,AUGUST,7564,9110260,202
2015,11,AUGUST,16204,5174010,5170
2015,11,AUGUST,74425,6150029,50
2015,11,AUGUST,192801,6110023,78
2015,11,AUGUST,277875,70119784,672
2015,11,AUGUST,277875,79NR7996,60
2015,11,AUGUST,358316,2127002,2978
2015,11,AUGUST,402059,6160050,552
2015,11,AUGUST,418043,70111347,1200
2015,11,AUGUST,418043,70121177,1200
2015,11,AUGUST,418043,73733536,600
2015,11,AUGUST,465505,6183617,50
2015,11,AUGUST,482440,1120004,50
2015,11,AUGUST,16898,1170205,199
2015,11,AUGUST,17911,78786173,60
2015,11,AUGUST,22350,7160091,490
2015,11,AUGUST,49070,6136047,224
2015,11,AUGUST,49070,6160702,144
2015,11,AUGUST,200002,10120009,12
2015,11,AUGUST,200002,10120039,5
2015,11,AUGUST,200299,7161404,540
2015,11,AUGUST,200362,6160597,108
2015,11,AUGUST,200373,6161664,594
2015,11,AUGUST,200509,80807903,50
2015,11,AUGUST,200520,4130059,80
2015,11,AUGUST,200587,6146009,72
2015,11,AUGUST,200587,6164413,657
2015,11,AUGUST,200627,1120060,65037
2015,11,AUGUST,200633,7160231,48
2015,11,AUGUST,200644,6160299,120
2015,11,AUGUST,201144,7161150,180
2015,5,FEBRUARY,200002,6168038,90
2015,5,FEBRUARY,200002,6168203,30
2015,5,FEBRUARY,200002,7161418,49
2015,5,FEBRUARY,200299,7161402,45
2015,5,FEBRUARY,200362,6160605,288
2015,5,FEBRUARY,200362,80807578,72
2015,5,FEBRUARY,200627,1127012,50
2015,5,FEBRUARY,200633,7160252,896
2015,5,FEBRUARY,501084,5130008,1600
2015,5,FEBRUARY,633203,9150832,270
2015,5,FEBRUARY,751650,4120004,288
2015,5,FEBRUARY,751650,4120012,224
2015,6,MARCH,71990,4110005,216
2015,6,MARCH,74425,6150029,150
2015,6,MARCH,74425,6150030,50
2015,6,MARCH,192801,6110023,12
2015,6,MARCH,192801,6110144,40
2015,6,MARCH,195736,5110078,156
2015,6,MARCH,277875,79NR0025,100
2015,6,MARCH,364514,79CN7076,100
2015,6,MARCH,364514,79NR8706,200
2015,6,MARCH,402059,6164454,12
2015,6,MARCH,418043,70122304,192
2015,6,MARCH,418043,70128454,1344
2015,6,MARCH,418043,70129524,1344
2015,6,MARCH,17911,76760023,180
2015,6,MARCH,200002,5110057,120
2015,6,MARCH,200002,10110220,48
2015,6,MARCH,200362,6160597,54
2015,6,MARCH,200362,6167364,140
2015,6,MARCH,200515,79CN0195,22
2015,6,MARCH,200515,79NR0365,300
2015,6,MARCH,200633,7160219,72
2015,6,MARCH,200644,6160299,90
2015,6,MARCH,200654,6181536,49
2015,11,AUGUST,200311,2115036,3360
2015,11,AUGUST,200311,2115043,2960
2015,11,AUGUST,200362,6160392,144
2015,11,AUGUST,200728,6160277,44
2015,11,AUGUST,200728,6164418,144
2015,11,AUGUST,200728,6164432,112
2015,11,AUGUST,200728,6164449,22
2015,11,AUGUST,192801,6110148,48
2015,11,AUGUST,210764,5136005,60
2015,11,AUGUST,244852,7160010,1152
2015,11,AUGUST,364514,79CN0035,50
2015,11,AUGUST,364514,79NR2966,100
2015,11,AUGUST,364514,79NR7817,100
2015,11,AUGUST,402059,6160077,1200
2015,11,AUGUST,418043,70120184,672
2015,11,AUGUST,421254,4126019,670
2015,11,AUGUST,422837,6160015,64
2015,11,AUGUST,454231,5172009,180
2015,11,AUGUST,454231,5173072,520
2015,11,AUGUST,454231,5174000,585
2015,11,AUGUST,454231,5174004,315
2015,11,AUGUST,470811,6161641,148
2015,11,AUGUST,10913,6160465,168
2015,11,AUGUST,13348,5130027,420
2015,11,AUGUST,17743,5130032,160
2015,11,AUGUST,17911,70110027,2592
2015,11,AUGUST,31731,9110051,135
2015,11,AUGUST,48249,9110099,216
2015,11,AUGUST,49070,6136031,120
2015,11,AUGUST,58829,6110048,56
2015,11,AUGUST,59002,9150903,1140
2015,11,AUGUST,187101,4130017,96
2015,11,AUGUST,200002,6160181,60
2015,11,AUGUST,200002,7161140,150
2015,11,AUGUST,200362,6160119,1440
2015,11,AUGUST,200362,6160307,96
2015,12,SEPTEMBER,17911,70118324,336
2015,12,SEPTEMBER,17911,78786363,528
2015,12,SEPTEMBER,48249,9120024,27
2015,12,SEPTEMBER,48249,9150812,224
2015,12,SEPTEMBER,76005,9150062,108
2015,12,SEPTEMBER,76005,10140016,40
2015,12,SEPTEMBER,200002,6160239,48
2015,12,SEPTEMBER,200002,6167015,48
2015,12,SEPTEMBER,200520,4140118,990
2015,12,SEPTEMBER,200620,6156051,63
2015,12,SEPTEMBER,200679,4127051,880
2015,12,SEPTEMBER,201144,7161142,313
2015,12,SEPTEMBER,192801,6110147,88
2015,12,SEPTEMBER,333018,5140001,680
2015,12,SEPTEMBER,341588,6110322,55
2015,12,SEPTEMBER,402059,6162022,224
2015,12,SEPTEMBER,418043,70115394,672
2015,12,SEPTEMBER,418043,70122374,336
2015,12,SEPTEMBER,418043,72723143,120
2015,12,SEPTEMBER,418043,74745423,264
2015,12,SEPTEMBER,418043,78780003,2328
2015,12,SEPTEMBER,421254,4126019,940
2015,12,SEPTEMBER,454231,5171000,4590
2015,12,SEPTEMBER,470811,6161642,187
2015,12,SEPTEMBER,479407,5140011,0
2015,12,SEPTEMBER,13348,5130018,480
2015,12,SEPTEMBER,14065,70123654,684
2015,12,SEPTEMBER,17911,70111964,672
2015,12,SEPTEMBER,17911,70118174,0
2015,12,SEPTEMBER,17911,70123004,672
2015,12,SEPTEMBER,17911,75754513,1056
2015,12,SEPTEMBER,23088,6140028,280
2015,12,SEPTEMBER,49070,6160702,360
2015,12,SEPTEMBER,76005,9169008,324
2015,12,SEPTEMBER,200002,6160073,72
2015,11,AUGUST,364514,79BL0420,121
2015,11,AUGUST,364514,79NR0246,50
2015,11,AUGUST,418043,71713124,24
2015,11,AUGUST,465505,6183629,50
2015,11,AUGUST,471932,5140020,100
2015,11,AUGUST,479407,5140023,312
2015,11,AUGUST,17911,74740694,672
2015,11,AUGUST,17911,74742233,528
2015,11,AUGUST,17911,78786243,528
2015,11,AUGUST,23088,6140026,96
2015,11,AUGUST,33778,6161638,40
2015,11,AUGUST,33778,6161650,120
2015,11,AUGUST,42948,6140131,220
2015,11,AUGUST,48249,9120024,54
2015,11,AUGUST,187101,4130093,408
2015,11,AUGUST,200515,70NR0106,25
2015,11,AUGUST,200520,4140119,150
2015,11,AUGUST,200633,7160143,136
2015,11,AUGUST,200728,6160821,660
2015,11,AUGUST,201089,6166112,160
2015,11,AUGUST,455075,6160301,18
2015,11,AUGUST,505049,5173003,288
2015,11,AUGUST,INTNL1688,9150420,360
2015,12,SEPTEMBER,192801,6110012,24
2015,12,SEPTEMBER,341588,6110320,59
2015,12,SEPTEMBER,364514,79BL1400,16
2015,12,SEPTEMBER,454231,5173012,1030
2015,12,SEPTEMBER,454231,5173050,210
2015,12,SEPTEMBER,454231,5173057,510
2015,12,SEPTEMBER,466781,2110042,715
2015,12,SEPTEMBER,48249,9120026,60
2015,12,SEPTEMBER,48249,9120090,24
2015,12,SEPTEMBER,187101,4130098,48
2015,12,SEPTEMBER,200002,6160144,47
2015,12,SEPTEMBER,200002,6160250,23
2015,12,SEPTEMBER,200311,2115040,9800
2015,8,MAY,17911,78786243,240
2015,8,MAY,23088,6142003,40
2015,8,MAY,23088,6142008,54
2015,8,MAY,30589,6120017,16
2015,8,MAY,48249,9162004,30
2015,8,MAY,49070,6161634,1705
2015,8,MAY,49070,6168041,490
2015,8,MAY,201089,6165004,179
2015,8,MAY,74425,6159181,150
2015,8,MAY,186844,6158012,800
2015,8,MAY,195736,5110078,438
2015,8,MAY,291763,9150667,134
2015,8,MAY,358316,2127002,3263
2015,8,MAY,364514,79NR7936,400
2015,8,MAY,364514,79NR9446,350
2015,8,MAY,370467,7160035,140
2015,8,MAY,418043,70116694,180
2015,8,MAY,432617,3130077,7980
2015,8,MAY,433008,74742913,1368
2015,8,MAY,454231,5173044,90
2015,8,MAY,17911,70110194,564
2015,8,MAY,19227,6169935,400
2015,8,MAY,33379,9150139,936
2015,8,MAY,49070,6166083,540
2015,8,MAY,76005,9120068,48
2015,8,MAY,76005,9150136,228
2015,8,MAY,76005,9150455,238
2015,8,MAY,76005,9150813,396
2015,8,MAY,200002,10110220,96
2015,8,MAY,200299,7161403,90
2015,8,MAY,200311,2115034,58400
2015,8,MAY,200353,4146031,80
2015,8,MAY,200362,6160329,2376
2015,8,MAY,200362,6160331,54
2015,8,MAY,200373,6161664,40
2015,8,MAY,200627,1127044,724
2015,8,MAY,200679,4127045,1128
2015,11,AUGUST,192801,6110129,54
2015,11,AUGUST,192801,6110145,108
2015,11,AUGUST,192801,6110147,76
2015,11,AUGUST,277875,75751023,528
2015,11,AUGUST,364514,79NR9636,50
2015,11,AUGUST,418043,70119474,672
2015,11,AUGUST,418043,75754553,1056
2015,11,AUGUST,465505,6183626,25
2015,11,AUGUST,470811,6161642,296
2015,11,AUGUST,13348,5130018,420
2015,11,AUGUST,17911,70118904,672
2015,11,AUGUST,23088,6140006,96
2015,11,AUGUST,31731,9160011,537
2015,11,AUGUST,59002,9150806,72
2015,11,AUGUST,76000,10117014,750
2015,11,AUGUST,76005,9150136,96
2015,11,AUGUST,76005,9150185,108
2015,11,AUGUST,76005,9150817,990
2015,11,AUGUST,200002,10120008,24
2015,11,AUGUST,200311,2115043,26406
2015,11,AUGUST,200362,6160392,648
2015,11,AUGUST,200362,80807362,10080
2015,11,AUGUST,200362,80807564,24
2015,11,AUGUST,200515,79CN0086,0
2015,11,AUGUST,200515,79NR0375,350
2015,11,AUGUST,200520,4140002,64
2015,11,AUGUST,200520,4140110,900
2015,11,AUGUST,200587,6167082,888
2015,11,AUGUST,292238,5150096,443
2015,11,AUGUST,455075,6168067,16
2015,11,AUGUST,505049,5170001,1492
2015,11,AUGUST,751650,4125040,390
2015,12,SEPTEMBER,67230,9120089,60
2015,12,SEPTEMBER,74425,6159196,500
2015,12,SEPTEMBER,86579,4116010,540
2015,7,APRIL,402059,6161602,205
2015,7,APRIL,421254,4126022,50
2015,7,APRIL,23088,6142002,27
2015,7,APRIL,49070,6161632,371
2015,7,APRIL,76005,9150095,96
2015,7,APRIL,200362,6160338,1188
2015,7,APRIL,200362,6161071,216
2015,7,APRIL,200515,79BL7140,2
2015,7,APRIL,200587,6167038,180
2015,7,APRIL,751650,4110011,40
2015,7,APRIL,751650,4120075,120
2015,7,APRIL,69108,6140039,100
2015,7,APRIL,69108,6140048,50
2015,7,APRIL,74425,6150048,50
2015,7,APRIL,86662,1146025,1228
2015,7,APRIL,182475,6160094,36
2015,7,APRIL,192801,6110033,6
2015,7,APRIL,192801,6110129,42
2015,7,APRIL,192801,6110144,64
2015,7,APRIL,277875,70120264,480
2015,7,APRIL,364514,79BL8880,408
2015,7,APRIL,364514,79NR7167,200
2015,7,APRIL,364514,79NR7186,100
2015,7,APRIL,402059,6164454,33
2015,7,APRIL,449776,6140090,54
2015,7,APRIL,17911,70111314,672
2015,7,APRIL,17911,70116012,360
2015,7,APRIL,18479,6160231,35
2015,7,APRIL,22350,7161139,968
2015,7,APRIL,23088,6142012,54
2015,7,APRIL,48249,9110072,60
2015,7,APRIL,48249,9120096,600
2015,7,APRIL,48249,9164016,15
2015,7,APRIL,59002,9150800,387
2015,7,APRIL,67590,1161022,2000
2015,7,APRIL,76005,9150822,960
2015,4,JANUARY,418043,72720026,672
2015,4,JANUARY,421254,4126024,900
2015,4,JANUARY,454317,10117015,2304
2015,4,JANUARY,23088,6148027,168
2015,4,JANUARY,200311,2115043,2337
2015,4,JANUARY,200362,80807250,1320
2015,4,JANUARY,200679,4127042,1360
2015,4,JANUARY,751650,4110038,540
2015,4,JANUARY,751650,4120064,15
2015,5,FEBRUARY,71990,4110002,54
2015,5,FEBRUARY,192801,6110152,4
2015,5,FEBRUARY,195736,5110007,903
2015,5,FEBRUARY,277875,70110011,432
2015,5,FEBRUARY,277875,70110021,432
2015,5,FEBRUARY,364514,79NR1076,200
2015,5,FEBRUARY,378233,2110018,1820
2015,5,FEBRUARY,418043,70115394,240
2015,5,FEBRUARY,418043,70116354,120
2015,5,FEBRUARY,418043,70128454,672
2015,5,FEBRUARY,421254,4126019,230
2015,5,FEBRUARY,454231,5173072,210
2015,5,FEBRUARY,7347,5140020,200
2015,5,FEBRUARY,14065,70123654,12
2015,5,FEBRUARY,22350,7160098,50
2015,5,FEBRUARY,23088,6140028,200
2015,5,FEBRUARY,76005,10140028,104
2015,5,FEBRUARY,200002,5110070,360
2015,5,FEBRUARY,200002,6160385,32
2015,5,FEBRUARY,200299,7161406,45
2015,5,FEBRUARY,200627,1120210,1000
2015,5,FEBRUARY,201089,6160075,900
2015,5,FEBRUARY,201089,6160170,35
2015,5,FEBRUARY,201129,7161200,660
2015,5,FEBRUARY,67230,9120088,108
2015,5,FEBRUARY,67230,10110092,72
2015,2,NOVEMBER,187101,4130105,3600
2015,2,NOVEMBER,200002,6160040,456
2015,2,NOVEMBER,200002,6160239,382
2015,2,NOVEMBER,200002,6167015,240
2015,2,NOVEMBER,200002,9120106,20
2015,2,NOVEMBER,200311,2115040,36800
2015,2,NOVEMBER,200362,6160598,1440
2015,2,NOVEMBER,200362,6161061,108
2015,2,NOVEMBER,200373,6159203,144
2015,2,NOVEMBER,200620,6156051,126
2015,2,NOVEMBER,200620,6156057,24
2015,2,NOVEMBER,200620,6156058,24
2015,2,NOVEMBER,201089,6165004,360
2015,2,NOVEMBER,292238,5150004,14740
2015,2,NOVEMBER,455075,6164442,140
2015,2,NOVEMBER,614640,6160022,360
2015,3,DECEMBER,74425,6150080,450
2015,3,DECEMBER,74425,6156062,1960
2015,3,DECEMBER,182475,6164433,1200
2015,3,DECEMBER,192801,6110149,16
2015,3,DECEMBER,195736,5110074,186
2015,3,DECEMBER,224938,80807150,378
2015,3,DECEMBER,277875,78786493,2628
2015,3,DECEMBER,356892,4125020,3600
2015,3,DECEMBER,356892,4125034,2400
2015,3,DECEMBER,364514,79NR1076,100
2015,3,DECEMBER,378233,2110044,1430
2015,3,DECEMBER,417275,5178006,341
2015,3,DECEMBER,418043,74745234,4392
2015,3,DECEMBER,431615,9120097,280
2015,3,DECEMBER,444128,3140016,8000
2015,3,DECEMBER,454231,5173050,585
2015,3,DECEMBER,17911,77115572,180
2015,3,DECEMBER,22350,7161116,600
2015,3,DECEMBER,33778,6161645,40
2015,11,AUGUST,200515,79CN0105,0
2015,11,AUGUST,200587,6160478,260
2015,11,AUGUST,200627,1127032,2100
2015,11,AUGUST,200679,4125065,882
2015,11,AUGUST,200728,6162512,22
2015,11,AUGUST,200728,6162513,60
2015,11,AUGUST,201129,7161205,1440
2015,11,AUGUST,292238,5150080,735
2015,11,AUGUST,501084,6182018,112
2015,11,AUGUST,516978,10140014,1188
2015,11,AUGUST,751650,4120002,100
2015,11,AUGUST,751650,4125004,140
2015,12,SEPTEMBER,192801,6110150,16
2015,12,SEPTEMBER,195736,5110065,100
2015,12,SEPTEMBER,277875,79NR7356,240
2015,12,SEPTEMBER,364514,79NR7827,50
2015,12,SEPTEMBER,370467,6160118,12
2015,12,SEPTEMBER,423267,1127055,396
2015,12,SEPTEMBER,430702,10110025,768
2015,12,SEPTEMBER,456529,6161658,2448
2015,12,SEPTEMBER,466781,2110009,4290
2015,12,SEPTEMBER,471932,5140015,135
2015,12,SEPTEMBER,479407,5140011,1800
2015,12,SEPTEMBER,479407,5140023,416
2015,12,SEPTEMBER,10913,6160463,168
2015,12,SEPTEMBER,17911,75754516,1200
2015,12,SEPTEMBER,187101,4130017,16
2015,12,SEPTEMBER,200002,6160193,16
2015,12,SEPTEMBER,200362,80807365,20196
2015,12,SEPTEMBER,200520,4140114,210
2015,12,SEPTEMBER,751650,4120004,96
2015,12,SEPTEMBER,74425,6150030,100
2015,12,SEPTEMBER,74425,6159183,30
2015,12,SEPTEMBER,195736,5110072,917
2015,12,SEPTEMBER,239926,4128101,132
2015,12,SEPTEMBER,200002,6160385,71
2015,12,SEPTEMBER,200362,6160392,720
2015,12,SEPTEMBER,200362,6160484,324
2015,12,SEPTEMBER,200362,6160599,1242
2015,12,SEPTEMBER,200362,6161081,864
2015,12,SEPTEMBER,200362,80807362,5040
2015,12,SEPTEMBER,200620,6156053,351
2015,12,SEPTEMBER,200627,1120210,8037
2015,12,SEPTEMBER,200633,7160231,104
2015,12,SEPTEMBER,200679,4125065,1218
2015,12,SEPTEMBER,200728,6160482,24
2015,12,SEPTEMBER,201089,6165001,180
2015,12,SEPTEMBER,201129,7161200,1980
2015,12,SEPTEMBER,201160,7168178,700
2015,12,SEPTEMBER,292238,5150036,1800
2015,12,SEPTEMBER,502589,6146035,350
2015,12,SEPTEMBER,505049,5170022,288
2015,12,SEPTEMBER,633203,9164012,32
2015,12,SEPTEMBER,633203,10110027,144
2015,12,SEPTEMBER,751650,4125011,2944
2015,12,SEPTEMBER,192801,6110141,44
2015,12,SEPTEMBER,364514,79BL7250,24
2015,12,SEPTEMBER,364514,79BL7840,15
2015,12,SEPTEMBER,421254,4126022,60
2015,12,SEPTEMBER,31731,9160025,100
2015,12,SEPTEMBER,200002,5116007,17
2015,12,SEPTEMBER,200002,6160479,78
2015,12,SEPTEMBER,200002,6167015,56
2015,12,SEPTEMBER,200002,7160050,6
2015,12,SEPTEMBER,200002,80800015,5
2015,12,SEPTEMBER,200728,6160275,22
2015,12,SEPTEMBER,751650,4120019,80
2015,12,SEPTEMBER,277875,70112094,672
2015,12,SEPTEMBER,402059,6160001,1920
2015,12,SEPTEMBER,418043,74744113,120
2015,12,SEPTEMBER,418043,74744413,528
2015,12,SEPTEMBER,13348,5130013,96
2015,12,SEPTEMBER,19227,6169937,112
2015,12,SEPTEMBER,48249,9110302,36
2015,12,SEPTEMBER,48249,9150816,216
2015,12,SEPTEMBER,59002,9150802,36
2015,12,SEPTEMBER,76005,9150185,208
2015,12,SEPTEMBER,200002,6163234,27
2015,12,SEPTEMBER,200002,6164405,6
2015,12,SEPTEMBER,200311,2115001,19600
2015,12,SEPTEMBER,200362,6160335,54
2015,12,SEPTEMBER,200362,80807564,24
2015,12,SEPTEMBER,200373,6158009,72
2015,12,SEPTEMBER,200515,79BL0060,8
2015,12,SEPTEMBER,751650,4120050,90
2015,12,SEPTEMBER,751650,4126026,80
2015,12,SEPTEMBER,71990,4110035,432
2015,12,SEPTEMBER,74425,6159180,1300
2015,12,SEPTEMBER,192801,6110030,24
2015,12,SEPTEMBER,277875,70119702,720
2015,12,SEPTEMBER,277875,71713074,120
2015,12,SEPTEMBER,277875,76765083,60
2015,12,SEPTEMBER,277875,80807889,14
2015,12,SEPTEMBER,364514,79CN0095,50
2015,12,SEPTEMBER,402059,6162515,96
2015,12,SEPTEMBER,418043,71712033,48
2015,12,SEPTEMBER,418043,71712093,120
2015,12,SEPTEMBER,418043,74744013,528
2015,12,SEPTEMBER,449776,6140085,1500
2015,12,SEPTEMBER,454231,5170003,315
2015,12,SEPTEMBER,17911,70118314,336
2015,12,SEPTEMBER,17911,70119964,120
